CODIGO_FILIAL;TICKET;DATA_VENDA;ITEM;TERMINAL;LANCAMENTO_CAIXA;NUMERO_CUPOM_FISCAL;PERIODO_FECHAMENTO;VENDEDOR;VENDEDOR_APELIDO;PRODUTO;DESC_PRODUTO;COR_PRODUTO;TAMANHO;QTDE;QTDE_LIQUIDA;QTDE_TROCA;VALOR_LIQUIDO_VENDA;VALOR_TROCA;VALOR_DESCONTOS;VALOR_PAGO;VALOR_FRETE;VALOR_VENDA_BRUTA;TIPO_PRODUTO;TABELA_MEDIDAS;GRUPO_PRODUTO;SUBGRUPO_PRODUTO;COLECAO;GRADE;LINHA;GRIFFE;CARTELA;REFER_FABRICANTE;MODELAGEM;FABRICANTE;ESTILISTA;MODELISTA;TAM;COD_CATEGORIA;CATEGORIA_PRODUTO;SUBCATEGORIA_PRODUTO;COD_CATEGORIA;CATEGORIA_PRODUTO;SUBCATEGORIA_PRODUTO
4047;6237;02/01/2025;2;1;021P007;5401;1;3552;SAMIA                    ;0SB1824     ;SLIP BRASILIANO                         ;973C      ;2;1;1;0;128,71;0;29;12871;0;129;PRODUTO ACABADO          ;;MARE                     ;SLIPPERIA                ;1;XS-XXL CLZ BW-SLIP DONNA ;CALZEDONIA               ;INTIMISSIMI ( IN )       ;      ;0SB1824                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;6398;12/01/2025;3;1;121P002;5545;1;3552;SAMIA                    ;0SB1824     ;SLIP BRASILIANO                         ;973C      ;2;1;1;0;128,74;0;26;12874;0;129;PRODUTO ACABADO          ;;MARE                     ;SLIPPERIA                ;1;XS-XXL CLZ BW-SLIP DONNA ;CALZEDONIA               ;INTIMISSIMI ( IN )       ;      ;0SB1824                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;6774;06/02/2025;6;1;062P00F;5881;1;3550;ANA BEATRIZ              ;0SBL1816    ;SLIP BRASILIANO LACCI                   ;978C      ;4;1;1;0;90,3;0;0;9030;0;9030;PRODUTO ACABADO          ;;MARE                     ;SLIPPERIA                ;1;XS-XXL CLZ BW-SLIP DONNA ;CALZEDONIA               ;INTIMISSIMI ( IN )       ;      ;0SBL1816                 ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;6266;04/01/2025;1;1;041P007;5426;1;3552;SAMIA                    ;0SBL1826    ;SLIP BRASILIANO LACCI                   ;007E      ;3;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;MARE                     ;SLIPPERIA                ;1;XS-XXL CLZ BW-SLIP DONNA ;CALZEDONIA               ;INTIMISSIMI ( IN )       ;      ;0SBL1826                 ;;CALZEDONIA S.P.A.        ;                         ;                         ;M       ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;6283;05/01/2025;3;1;051P00C;5442;1;3550;ANA BEATRIZ              ;0SBL1831    ;SLIP BRASILIANO LACCI                   ;989C      ;2;1;1;0;128,76;0;24;12876;0;129;PRODUTO ACABADO          ;;MARE                     ;SLIPPERIA                ;1;XS-XXL CLZ BW-SLIP DONNA ;CALZEDONIA               ;INTIMISSIMI ( IN )       ;      ;0SBL1831                 ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;6336;08/01/2025;1;1;081P008;5488;1;3550;ANA BEATRIZ              ;DC0066      ;MEIAS CURTAS                            ;155D      ;1;1;1;0;1;0;1;1;0;101;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;6336;08/01/2025;4;1;081P008;5488;1;3550;ANA BEATRIZ              ;DC0066      ;MEIAS CURTAS                            ;019       ;1;1;1;0;24,57;0;33;2457;0;2490;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;6336;08/01/2025;2;1;081P008;5488;1;3550;ANA BEATRIZ              ;DC0066      ;MEIAS CURTAS                            ;001       ;1;1;1;0;24,57;0;33;2457;0;2490;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;6336;08/01/2025;3;1;081P008;5488;1;3550;ANA BEATRIZ              ;DC0066      ;MEIAS CURTAS                            ;614_V3    ;1;1;1;0;24,57;0;33;2457;0;2490;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;7928;15/05/2025;6;1;155P007;6874;1;3550;ANA BEATRIZ              ;DC0066      ;MEIAS CURTAS                            ;155D      ;1;1;1;0;26,1;0;80;2610;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;7928;15/05/2025;5;1;155P007;6874;1;3550;ANA BEATRIZ              ;DC0066      ;MEIAS CURTAS                            ;9985      ;1;1;1;0;26,1;0;80;2610;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11068;01/12/2025;2;1;01CP00C;9565;1;5087;LARISSE                  ;DC0066      ;MEIAS CURTAS                            ;711_V2    ;1;1;1;0;21,52;0;0;2152;0;2152;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11339;16/12/2025;1;1;16CP015;9769;1;4918;MARLUCE                  ;DC0066      ;MEIAS CURTAS                            ;614_V3    ;2;1;1;0;26,9;0;0;2690;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10760;18/11/2025;2;1;18BP004;9338;1;5087;LARISSE                  ;DC0066      ;MEIAS CURTAS                            ;016       ;2;1;1;0;0,99;0;1;99;0;1;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10816;21/11/2025;2;1;21BP00A;9379;1;4918;MARLUCE                  ;DC0066      ;MEIAS CURTAS                            ;042       ;2;1;1;0;21,52;0;0;2152;0;2152;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;10835;21/11/2025;2;1;21BP01D;9395;1;4918;MARLUCE                  ;DC0066      ;MEIAS CURTAS                            ;042       ;1;1;1;0;21,52;0;0;2152;0;2152;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;10904;25/11/2025;1;1;25BP00B;9437;1;4918;MARLUCE                  ;DC0066      ;MEIAS CURTAS                            ;391D      ;1;1;1;0;21,52;0;0;2152;0;2152;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;10696;14/11/2025;3;1;14BP009;9286;1;3443;GERENTE                  ;DC0066      ;MEIAS CURTAS                            ;042       ;2;1;1;0;36,1;0;0;0;0;3610;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;10276;17/10/2025;7;1;17AP004;8953;1;3552;SAMIA                    ;DC0066      ;MEIAS CURTAS                            ;001       ;2;1;1;0;0,99;0;1;99;0;1;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;9075;25/07/2025;2;1;257P003;7920;1;3552;SAMIA                    ;DC0066      ;MEIAS CURTAS                            ;001       ;2;1;1;0;26,9;0;0;2690;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;10920;26/11/2025;1;1;26BP00E;10920;1;3871;OMNI                     ;DC0066      ;MEIAS CURTAS                            ;711_V2    ;2;1;1;0;21,52;0;0;2152;0;2152;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;11068;01/12/2025;1;1;01CP00C;9565;1;5087;LARISSE                  ;DC0066      ;MEIAS CURTAS                            ;614_V3    ;1;1;1;0;21,52;0;0;2152;0;2152;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9733;11/09/2025;9;1;119P00A;8503;1;3552;SAMIA                    ;DC0066      ;MEIAS CURTAS                            ;9985      ;1;1;1;0;26,73;0;17;2673;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9733;11/09/2025;8;1;119P00A;8503;1;3552;SAMIA                    ;DC0066      ;MEIAS CURTAS                            ;614_V3    ;2;1;1;0;26,73;0;17;2673;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9733;11/09/2025;10;1;119P00A;8503;1;3552;SAMIA                    ;DC0066      ;MEIAS CURTAS                            ;019       ;1;1;1;0;26,73;0;17;2673;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10232;13/10/2025;2;1;13AP008;10232;1;3871;OMNI                     ;DC0066      ;MEIAS CURTAS                            ;711_V2    ;1;1;1;0;13,45;0;0;1345;0;1345;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10232;13/10/2025;3;1;13AP008;10232;1;3871;OMNI                     ;DC0066      ;MEIAS CURTAS                            ;433D      ;1;2;2;0;26,9;0;0;2690;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10232;13/10/2025;1;1;13AP008;10232;1;3871;OMNI                     ;DC0066      ;MEIAS CURTAS                            ;614_V3    ;1;2;2;0;26,9;0;0;2690;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10360;22/10/2025;8;1;22AP00D;9017;1;4741;ANA LÚCIA                ;DC0066      ;MEIAS CURTAS                            ;429D      ;1;1;1;0;0,99;0;1;99;0;1;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;9515;23/08/2025;2;1;238P00E;8302;1;4918;MARLUCE                  ;DC0066      ;MEIAS CURTAS                            ;614_V3    ;1;1;1;0;0,98;0;2;98;0;1;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;10452;27/10/2025;2;1;27AP008;9089;1;4918;MARLUCE                  ;DC0066      ;MEIAS CURTAS                            ;429D      ;2;1;1;0;0,98;0;2;98;0;1;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;11095;02/12/2025;1;1;02CP00B;11095;1;3871;OMNI                     ;DC0066      ;MEIAS CURTAS                            ;019       ;1;1;1;0;21,52;0;0;2152;0;2152;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;10643;10/11/2025;4;1;10BP003;9238;1;3552;SAMIA                    ;DC0066      ;MEIAS CURTAS                            ;614_V3    ;2;1;1;0;0,99;0;1;99;0;1;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;9733;11/09/2025;5;1;119P00A;8503;1;3552;SAMIA                    ;DC0066      ;MEIAS CURTAS                            ;001       ;2;1;1;0;0,99;0;1;99;0;1;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;10265;15/10/2025;8;1;15AP00F;8944;1;4741;ANA LÚCIA                ;DC0066      ;MEIAS CURTAS                            ;614_V3    ;1;1;1;0;26,55;0;35;2655;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;10265;15/10/2025;4;1;15AP00F;8944;1;4741;ANA LÚCIA                ;DC0066      ;MEIAS CURTAS                            ;001       ;2;1;1;0;26,55;0;35;2655;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10265;15/10/2025;2;1;15AP00F;8944;1;4741;ANA LÚCIA                ;DC0066      ;MEIAS CURTAS                            ;001       ;2;1;1;0;26,55;0;35;2655;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9475;20/08/2025;1;1;208P00B;8267;1;4452;GISLEY                   ;DC0066      ;MEIAS CURTAS                            ;016       ;2;1;1;0;0,99;0;1;99;0;1;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9475;20/08/2025;2;1;208P00B;8267;1;4452;GISLEY                   ;DC0066      ;MEIAS CURTAS                            ;042       ;2;1;1;0;0,99;0;1;99;0;1;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9475;20/08/2025;4;1;208P00B;8267;1;4452;GISLEY                   ;DC0066      ;MEIAS CURTAS                            ;019       ;1;1;1;0;26,54;0;36;2654;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9698;09/09/2025;6;1;099P003;8471;1;4741;ANA LÚCIA                ;DC0066      ;MEIAS CURTAS                            ;019       ;2;1;1;0;26,1;0;80;2610;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9698;09/09/2025;5;1;099P003;8471;1;4741;ANA LÚCIA                ;DC0066      ;MEIAS CURTAS                            ;019       ;2;1;1;0;26,1;0;80;2610;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;39-41   ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9699;09/09/2025;1;1;099P004;8472;1;4741;ANA LÚCIA                ;DC0066      ;MEIAS CURTAS                            ;001       ;1;1;1;0;26,9;0;0;2690;0;2690;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;10265;15/10/2025;5;1;15AP00F;8944;1;4741;ANA LÚCIA                ;DC0066      ;MEIAS CURTAS                            ;019       ;1;1;1;0;0,99;0;1;99;0;1;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;10265;15/10/2025;3;1;15AP00F;8944;1;4741;ANA LÚCIA                ;DC0066      ;MEIAS CURTAS                            ;001       ;1;1;1;0;0,99;0;1;99;0;1;PRODUTO ACABADO          ;;CALZINI                  ;CORTO                    ;2;36-38 39-41 CLZ CALZE    ;CALZEDONIA               ;SOCKS INDUSTRIES ( CA )  ;      ;DC0066                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;36-38   ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;7227;14/03/2025;7;1;143P00A;6281;1;4741;ANA LÚCIA                ;MIC059      ;COLLANT ULTRA THERMAL                   ;019       ;4;1;1;0;168,8;0;20;16880;0;169;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;1   XLSHO CLZ COLLANT DON;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;MIC059                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;8629;29/06/2025;5;1;296P00A;7518;1;4918;MARLUCE                  ;MIC059      ;COLLANT ULTRA THERMAL                   ;019       ;4;1;1;0;168,67;0;33;16867;0;169;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;1   XLSHO CLZ COLLANT DON;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;MIC059                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;8629;29/06/2025;1;1;296P00A;7518;1;4918;MARLUCE                  ;MIC059      ;COLLANT ULTRA THERMAL                   ;019       ;2;1;1;0;1,02;0;0;102;0;102;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;1   XLSHO CLZ COLLANT DON;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;MIC059                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;1/2     ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;8638;30/06/2025;1;1;306P005;7527;1;4452;GISLEY                   ;MIC059      ;COLLANT ULTRA THERMAL                   ;019       ;6;1;1;0;169;0;0;169;0;169;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;1   XLSHO CLZ COLLANT DON;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;MIC059                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;2;HOMEM                    ;HOMEM                    
4047;8654;30/06/2025;2;1;306P015;7543;1;4741;ANA LÚCIA                ;MIC059      ;COLLANT ULTRA THERMAL                   ;019       ;2;1;1;0;169;0;0;169;0;169;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;1   XLSHO CLZ COLLANT DON;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;MIC059                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;1/2     ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10019;30/09/2025;1;1;309P00E;8760;1;4741;ANA LÚCIA                ;MIC059      ;COLLANT ULTRA THERMAL                   ;019       ;4;1;1;0;169;0;0;169;0;169;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;1   XLSHO CLZ COLLANT DON;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;MIC059                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9602;30/08/2025;2;1;308P011;8377;1;4741;ANA LÚCIA                ;MIC059      ;COLLANT ULTRA THERMAL                   ;019       ;4;1;1;0;1,02;0;0;102;0;102;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;1   XLSHO CLZ COLLANT DON;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;MIC059                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
